,0
0,9.403792381286621
1,9.744355201721191
2,9.74044132232666
3,9.41489028930664
4,9.413273811340332
5,9.610248565673828
6,9.61184310913086
7,9.731037139892578
8,9.59256362915039
9,9.410401344299316
10,9.587003707885742
11,9.398422241210938
12,9.393355369567871
13,9.55529499053955
14,9.36656379699707
15,9.353286743164062
16,9.669441223144531
17,9.346826553344727
18,9.509639739990234
19,9.29660415649414
20,9.271812438964844
21,9.503395080566406
22,9.275171279907227
23,9.638771057128906
24,9.461772918701172
25,9.245590209960938
26,9.211664199829102
27,9.641413688659668
28,9.426846504211426
29,9.370080947875977
30,9.586036682128906
31,9.546527862548828
32,9.127945899963379
33,9.15645694732666
34,9.330443382263184
35,9.098623275756836
36,9.248963356018066
37,9.047964096069336
38,9.506124496459961
39,9.229950904846191
40,9.464365005493164
41,9.430344581604004
42,9.448802947998047
43,8.98340129852295
44,9.220626831054688
45,9.152985572814941
46,9.387556076049805
47,9.362062454223633
48,9.322482109069824
49,9.158209800720215
50,8.915631294250488
51,9.079567909240723
52,8.894315719604492
53,8.877923011779785
54,9.044785499572754
55,9.274925231933594
56,8.999735832214355
57,8.987092018127441
58,8.792987823486328
59,8.909411430358887
60,8.734670639038086
61,9.206277847290039
62,8.755413055419922
63,9.158401489257812
64,8.685734748840332
65,8.799270629882812
66,8.630837440490723
67,8.60000991821289
68,8.732345581054688
69,8.61015510559082
70,8.595726013183594
71,9.066445350646973
72,8.991004943847656
73,8.976902961730957
74,8.964435577392578
75,8.91132926940918
76,8.876802444458008
77,8.580591201782227
78,8.878241539001465
79,8.490742683410645
80,8.832260131835938
81,8.6060791015625
82,8.832956314086914
83,8.614004135131836
84,8.57476806640625
85,8.408058166503906
86,8.491171836853027
87,8.380426406860352
88,8.395878791809082
89,8.736654281616211
90,8.45495891571045
91,8.457647323608398
92,8.323692321777344
93,8.391780853271484
94,8.2277193069458
95,8.349101066589355
96,8.626818656921387
97,8.23796558380127
98,8.303720474243164
99,8.231172561645508
100,8.592066764831543
101,8.556702613830566
102,8.550739288330078
103,8.193359375
104,8.48788833618164
105,8.235580444335938
106,8.206326484680176
107,8.474873542785645
108,8.176105499267578
109,8.14978313446045
110,8.440267562866211
111,8.160057067871094
112,8.407453536987305
113,8.376823425292969
114,8.408886909484863
115,8.196161270141602
116,8.174603462219238
117,8.123035430908203
118,8.123064994812012
119,8.145942687988281
120,8.074508666992188
121,8.089401245117188
122,8.296723365783691
123,8.075054168701172
124,8.084174156188965
125,8.09368896484375
126,8.047233581542969
127,8.297401428222656
128,8.30884075164795
129,8.040267944335938
130,8.020483016967773
131,8.26933765411377
132,8.083091735839844
133,8.216516494750977
134,7.976978778839111
135,7.92254114151001
136,8.184905052185059
137,7.983336448669434
138,7.972346782684326
139,7.938151836395264
140,7.919485092163086
141,7.886062145233154
142,7.968811988830566
143,7.917428493499756
144,7.913210868835449
145,8.112122535705566
146,7.892079830169678
147,7.978782653808594
148,7.833014965057373
149,7.9090776443481445
150,8.095166206359863
151,8.13012409210205
152,8.064493179321289
153,7.904592514038086
154,7.88071870803833
155,7.899831295013428
156,7.873141288757324
157,7.806197166442871
158,8.090917587280273
159,8.053083419799805
160,7.8603739738464355
161,7.845574855804443
162,8.056341171264648
163,7.800571441650391
164,7.8592023849487305
165,7.850253582000732
166,7.742032527923584
167,7.794480800628662
168,7.739990711212158
169,7.997730255126953
170,7.996432304382324
171,7.760773658752441
172,7.992279529571533
173,7.753594398498535
174,7.752756118774414
175,7.736936569213867
176,7.92956018447876
177,7.785562038421631
178,7.780819892883301
179,7.772164344787598
180,7.944411754608154
181,7.955448627471924
182,7.954398155212402
183,7.724119186401367
184,7.739456653594971
185,7.939064025878906
186,7.9269938468933105
187,7.700692653656006
188,7.695570945739746
189,7.700072765350342
190,7.883882999420166
191,7.729580402374268
192,7.87923526763916
193,7.722797870635986
194,7.937170028686523
195,7.885790824890137
196,7.856954574584961
197,7.846102714538574
198,7.720154762268066
199,7.86301851272583
200,7.659667491912842
201,7.841493129730225
202,7.611738204956055
203,7.653099536895752
204,7.867087364196777
205,7.858588218688965
206,7.830277442932129
207,7.775153160095215
208,7.666996002197266
209,7.62870979309082
210,7.753746032714844
211,7.708781719207764
212,7.71073055267334
213,7.627010345458984
214,7.68617057800293
215,7.6748738288879395
216,7.740544319152832
217,7.632589817047119
218,7.671245098114014
219,7.653538227081299
220,7.7685227394104
221,7.615614891052246
222,7.65488338470459
223,7.61780309677124
224,7.588521957397461
225,7.637029647827148
226,7.704252243041992
227,7.749023914337158
228,7.593834400177002
229,7.699018478393555
230,7.742941856384277
231,7.5759124755859375
232,7.657663822174072
233,7.728670597076416
234,7.706450462341309
235,7.60335111618042
236,7.563297271728516
237,7.5913896560668945
238,7.535011291503906
239,7.678342342376709
240,7.616578578948975
241,7.528221130371094
242,7.546835899353027
243,7.566964149475098
244,7.496356964111328
245,7.542136192321777
246,7.573920726776123
247,7.49174165725708
248,7.51962947845459
249,7.471874713897705
250,7.525784492492676
251,7.656749725341797
252,7.5699639320373535
253,7.490633964538574
254,7.5017523765563965
255,7.591883659362793
256,7.534836769104004
257,7.560500621795654
258,7.514733791351318
259,7.573132038116455
260,7.588564395904541
261,7.578366279602051
262,7.486188888549805
263,7.50087833404541
264,7.593114376068115
265,7.515467643737793
266,7.395349979400635
267,7.48703670501709
268,7.472123146057129
269,7.421177864074707
270,7.4494948387146
271,7.532619953155518
272,7.4845499992370605
273,7.438764572143555
274,7.51254940032959
275,7.432036399841309
276,7.401180267333984
277,7.43651819229126
278,7.495321273803711
279,7.429241180419922
280,7.456463813781738
281,7.475400924682617
282,7.432343482971191
283,7.405048847198486
284,7.372326374053955
285,7.4242448806762695
286,7.392141342163086
287,7.431927680969238
288,7.409400939941406
289,7.455723285675049
290,7.421228408813477
291,7.433228969573975
292,7.430436611175537
293,7.355321407318115
294,7.369527339935303
295,7.390584945678711
296,7.412034034729004
297,7.312289237976074
298,7.365285396575928
299,7.439140796661377
300,7.435201644897461
301,7.423577308654785
302,7.4197516441345215
303,7.362271308898926
304,7.374715328216553
305,7.3742780685424805
306,7.393431663513184
307,7.360143184661865
308,7.286940097808838
309,7.3824687004089355
310,7.337553977966309
311,7.414402008056641
312,7.3492021560668945
313,7.296248435974121
314,7.343231201171875
315,7.303100109100342
316,7.343419075012207
317,7.320451736450195
318,7.291463375091553
319,7.314706325531006
320,7.287353992462158
321,7.2234392166137695
322,7.244468688964844
323,7.274913311004639
324,7.257037162780762
325,7.201775550842285
326,7.213923931121826
327,7.2610955238342285
328,7.299881935119629
329,7.230678081512451
330,7.2188944816589355
331,7.253731727600098
332,7.1896820068359375
333,7.264714241027832
334,7.126837730407715
335,7.271156311035156
336,7.177132606506348
337,7.207898139953613
338,7.282756805419922
339,7.033198833465576
340,7.228897571563721
341,7.175329685211182
342,7.301349639892578
343,7.17269229888916
344,7.124356269836426
345,7.248844146728516
346,7.174811840057373
347,7.063612937927246
348,7.237088680267334
349,7.220311164855957
350,7.00264835357666
351,7.079959392547607
352,7.059978485107422
353,7.264692306518555
354,7.219334125518799
355,7.056170463562012
356,7.035934925079346
357,7.012242317199707
358,6.966317176818848
359,7.002281665802002
360,7.201499938964844
361,7.211308479309082
362,7.149920463562012
363,7.2302446365356445
364,7.147099494934082
365,7.006244659423828
366,7.153314113616943
367,6.99925422668457
368,7.095976829528809
369,7.142573356628418
370,7.215349197387695
371,6.961890697479248
372,7.101841449737549
373,7.122591972351074
374,6.943913459777832
375,6.894335746765137
376,7.102863788604736
377,6.932003498077393
378,6.930440902709961
379,7.103034973144531
380,6.914618968963623
381,7.067854881286621
382,7.122578144073486
383,7.058058738708496
384,7.0762810707092285
385,7.112115859985352
386,7.057482719421387
387,6.923046112060547
388,6.846035480499268
389,7.126734256744385
390,6.887412071228027
391,6.894021987915039
392,6.917881965637207
393,7.068624973297119
394,7.130173206329346
395,7.0384368896484375
396,7.094693660736084
397,7.039363861083984
398,7.130427360534668
399,6.90145206451416
400,6.843120574951172
401,7.011550426483154
402,6.9970526695251465
403,6.870771408081055
404,6.838738441467285
405,7.014662742614746
406,7.015336513519287
407,6.946185111999512
408,7.059144496917725
409,7.0552496910095215
410,6.968255519866943
411,6.934460639953613
412,6.83437442779541
413,6.995447635650635
414,7.057474136352539
415,6.993654251098633
416,6.784451007843018
417,6.810545921325684
418,6.914117336273193
419,6.976258277893066
420,6.953835487365723
421,6.884167194366455
422,6.869844436645508
423,7.054139137268066
424,6.982570648193359
425,7.046241760253906
426,6.746870994567871
427,6.905650615692139
428,6.725359916687012
429,6.823217868804932
430,6.739030838012695
431,6.977122783660889
432,6.723508834838867
433,6.952643871307373
434,6.729005336761475
435,6.705288887023926
436,6.915688991546631
437,6.907376289367676
438,6.8938140869140625
439,6.861967086791992
440,6.735053062438965
441,6.762984752655029
442,6.742576599121094
443,6.948703765869141
444,7.017637252807617
445,6.901217937469482
446,6.855271816253662
447,6.949130058288574
448,6.678915023803711
449,6.720649242401123
450,6.882749557495117
451,6.841645240783691
452,6.773789405822754
453,6.876331806182861
454,6.879469871520996
455,6.89834451675415
456,6.824239730834961
457,6.928835391998291
458,6.759349346160889
459,6.724600315093994
460,6.691109657287598
461,6.6228556632995605
462,6.718145370483398
463,6.80792236328125
464,6.876386642456055
465,6.546794891357422
466,6.929381847381592
467,6.842156887054443
468,6.621417045593262
469,6.626184940338135
470,6.854156970977783
471,6.854499816894531
472,6.910314083099365
473,6.792164325714111
474,6.895693778991699
475,6.847890853881836
476,6.77161979675293
477,6.849115371704102
478,6.700371742248535
479,6.782098770141602
480,6.741246223449707
481,6.633060932159424
482,6.821331977844238
483,6.817798614501953
484,6.7724199295043945
485,6.606853008270264
486,6.651639461517334
487,6.616685390472412
488,6.8066725730896
489,6.5944905281066895
490,6.803278923034668
491,6.812065601348877
492,6.811734676361084
493,6.831032752990723
494,6.615971565246582
495,6.787673473358154
496,6.7887983322143555
497,6.7262983322143555
498,6.761221408843994
499,6.783907413482666
500,6.805426120758057
501,6.784811019897461
502,6.799263954162598
503,6.549025058746338
504,6.76424503326416
505,6.745458126068115
506,6.739438533782959
507,6.5738067626953125
508,6.645442008972168
509,6.795976638793945
510,6.696707725524902
511,6.580859184265137
512,6.728803634643555
513,6.757978439331055
514,6.562055587768555
515,6.682170867919922
516,6.778611183166504
517,6.719795227050781
518,6.729020595550537
519,6.695594310760498
520,6.536120414733887
521,6.751403331756592
522,6.732302665710449
523,6.439312934875488
524,6.7654643058776855
525,6.650120258331299
526,6.723005294799805
527,6.704491138458252
528,6.570662021636963
529,6.572936534881592
530,6.553302764892578
531,6.576379776000977
532,6.7363762855529785
533,6.502581596374512
534,6.732891082763672
535,6.549101829528809
536,6.678609848022461
537,6.645884037017822
538,6.691971778869629
539,6.618405818939209
540,6.717397689819336
541,6.572968006134033
542,6.722079277038574
543,6.51174783706665
544,6.721320152282715
545,6.715290069580078
546,6.614151954650879
547,6.634398937225342
548,6.546582221984863
549,6.581002235412598
550,6.6130146980285645
551,6.477190017700195
552,6.4753007888793945
553,6.689375877380371
554,6.613436222076416
555,6.646956443786621
556,6.544954299926758
557,6.461752891540527
558,6.512454986572266
559,6.452240943908691
560,6.4503374099731445
561,6.491483688354492
562,6.558955669403076
563,6.4441914558410645
564,6.662056922912598
565,6.466590404510498
566,6.677755355834961
567,6.415349960327148
568,6.65556526184082
569,6.5442705154418945
570,6.427227020263672
571,6.64328670501709
572,6.596522808074951
573,6.510744094848633
574,6.668979644775391
575,6.668896675109863
576,6.623563766479492
577,6.600247383117676
578,6.749353408813477
579,6.616036415100098
580,6.555161952972412
581,6.672034740447998
582,6.511452674865723
583,6.532169342041016
584,6.666174411773682
585,6.726524353027344
586,6.668681621551514
587,6.5836873054504395
588,6.606033802032471
589,6.5483503341674805
590,6.493128776550293
591,6.5870585441589355
592,6.616528034210205
593,6.560607433319092
594,6.611721038818359
595,6.60158109664917
596,6.540262699127197
597,6.40615701675415
598,6.534058094024658
599,6.606350898742676
600,6.549534797668457
601,6.54380989074707
602,6.617459774017334
603,6.380430698394775
604,6.458972454071045
605,6.639812469482422
606,6.503548622131348
607,6.5630106925964355
608,6.555061340332031
609,6.409433841705322
610,6.549259185791016
611,6.617769241333008
612,6.658915996551514
613,6.435778617858887
614,6.504955291748047
615,6.522299289703369
616,6.548418045043945
617,6.517975807189941
618,6.389278888702393
619,6.551602840423584
620,6.547077655792236
621,6.553027629852295
622,6.524104118347168
623,6.453985214233398
624,6.585514545440674
625,6.465340614318848
626,6.573899745941162
627,6.5228190422058105
628,6.405173301696777
629,6.480489253997803
630,6.482827186584473
631,6.484198093414307
632,6.506491661071777
633,6.549572467803955
634,6.4432220458984375
635,6.446679592132568
636,6.484090328216553
637,6.422381401062012
638,6.488087177276611
639,6.478200912475586
640,6.553418159484863
641,6.374346733093262
642,6.423902988433838
643,6.533621311187744
644,6.502511024475098
645,6.480771541595459
646,6.459510803222656
647,6.398500442504883
648,6.413342475891113
649,6.428630828857422
650,6.500799655914307
651,6.513818740844727
652,6.398709297180176
653,6.546167850494385
654,6.406209945678711
655,6.437696933746338
656,6.493825912475586
657,6.5174384117126465
658,6.477944374084473
659,6.498549461364746
660,6.401466369628906
661,6.412043571472168
662,6.435642719268799
663,6.514515399932861
664,6.417618751525879
665,6.486782073974609
666,6.421139717102051
667,6.357745170593262
668,6.348637580871582
669,6.558796405792236
670,6.49205207824707
671,6.441206932067871
672,6.479273796081543
673,6.320084095001221
674,6.447601795196533
675,6.510019302368164
676,6.554344177246094
