,0
0,9.3845796585083
1,9.524564743041992
2,9.416136741638184
3,9.394744873046875
4,9.361550331115723
5,9.33519172668457
6,9.385499954223633
7,9.281028747558594
8,9.398040771484375
9,9.312640190124512
10,9.241707801818848
11,9.267309188842773
12,9.235275268554688
13,9.212896347045898
14,9.174234390258789
15,9.105012893676758
16,9.113269805908203
17,9.027420043945312
18,9.079012870788574
19,9.049072265625
20,9.060714721679688
21,9.0172758102417
22,9.009157180786133
23,8.986276626586914
24,8.968757629394531
25,8.872421264648438
26,8.926036834716797
27,8.831701278686523
28,8.906740188598633
29,8.893827438354492
30,8.881794929504395
31,8.849154472351074
32,8.684136390686035
33,8.665243148803711
34,8.823123931884766
35,8.790009498596191
36,8.775382041931152
37,8.601341247558594
38,8.806817054748535
39,8.46829605102539
40,8.770773887634277
41,8.742941856384277
42,8.68414306640625
43,8.614341735839844
44,8.243565559387207
45,8.213802337646484
46,8.619132995605469
47,8.18336296081543
48,8.166621208190918
49,8.508491516113281
50,8.46059513092041
51,8.499124526977539
52,8.479238510131836
53,8.051433563232422
54,8.075936317443848
55,7.9501519203186035
56,7.924847602844238
57,7.888696670532227
58,8.445211410522461
59,8.288490295410156
60,7.864680767059326
61,8.27027702331543
62,8.342370986938477
63,7.853315830230713
64,8.223825454711914
65,7.73569917678833
66,7.7710700035095215
67,7.711210250854492
68,8.17074966430664
69,8.14837646484375
70,8.163862228393555
71,7.5767083168029785
72,7.567710876464844
73,7.588922023773193
74,8.090082168579102
75,7.456061363220215
76,8.032691955566406
77,8.03506088256836
78,7.491947650909424
79,7.494300842285156
80,8.063375473022461
81,8.007144927978516
82,7.452671527862549
83,7.454250335693359
84,7.989250659942627
85,7.960873126983643
86,7.400830268859863
87,7.953166961669922
88,7.910765171051025
89,7.964654445648193
90,7.877305030822754
91,7.459917068481445
92,7.393787860870361
93,7.426146984100342
94,7.881145000457764
95,7.905210971832275
96,7.896301746368408
97,7.846193313598633
98,7.38570499420166
99,7.797852516174316
100,7.820250988006592
101,7.849035263061523
102,7.401313781738281
103,7.762057781219482
104,7.3215484619140625
105,7.37553596496582
106,7.260867118835449
107,7.202129364013672
108,7.727871417999268
109,7.6451311111450195
110,7.250891208648682
111,7.2510294914245605
112,7.785999298095703
113,7.222622871398926
114,7.261955261230469
115,7.710367679595947
116,7.189821243286133
117,7.693505764007568
118,7.626956939697266
119,7.283317565917969
120,7.210343360900879
121,7.655742645263672
122,7.678500175476074
123,7.2697224617004395
124,7.60695743560791
125,7.5981950759887695
126,7.6091766357421875
127,7.596219062805176
128,7.566218852996826
129,7.153964519500732
130,7.532341480255127
131,7.574488639831543
132,7.528629302978516
133,7.463065147399902
134,7.5191192626953125
135,7.156792640686035
136,7.43187952041626
137,7.379148960113525
138,7.4611639976501465
139,7.12347412109375
140,7.466609477996826
141,7.032225608825684
142,7.096529006958008
143,7.394797325134277
144,7.045747756958008
145,7.079334259033203
146,7.384003639221191
147,7.0751519203186035
