,0
0,9.479506492614746
1,9.37967300415039
2,9.363614082336426
3,9.392340660095215
4,9.43978214263916
5,9.427236557006836
6,9.40435791015625
7,9.34832763671875
8,9.345995903015137
9,9.296754837036133
10,9.277754783630371
11,9.235870361328125
12,9.232405662536621
13,9.132597923278809
14,9.111197471618652
15,9.173233985900879
16,9.031841278076172
17,9.124906539916992
18,9.108376502990723
19,8.884330749511719
20,8.871009826660156
21,8.834362983703613
22,8.992295265197754
23,8.706319808959961
24,8.960660934448242
25,8.67544174194336
26,8.90595531463623
27,8.551733016967773
28,8.562335014343262
29,8.550029754638672
30,8.827802658081055
31,8.404208183288574
32,8.432557106018066
33,8.364299774169922
34,8.770607948303223
35,8.279520988464355
36,8.689048767089844
37,8.23002815246582
38,8.19039535522461
39,8.162616729736328
40,8.613015174865723
41,8.16273307800293
42,8.58884048461914
43,8.55131721496582
44,8.041149139404297
45,8.091730117797852
46,8.439208984375
47,7.930248260498047
48,8.408899307250977
49,8.321098327636719
50,7.940784931182861
51,8.025046348571777
52,7.927186489105225
53,8.292167663574219
54,7.9800004959106445
55,8.230446815490723
56,8.184792518615723
57,8.12276840209961
58,7.9317097663879395
59,7.8958940505981445
60,8.093997955322266
61,8.096049308776855
62,7.864190101623535
63,8.056522369384766
64,7.876950263977051
65,7.758703231811523
66,8.050558090209961
67,7.848174571990967
68,7.7134785652160645
69,7.813344955444336
70,7.702444076538086
71,7.95166015625
72,7.724400997161865
73,7.963975429534912
74,7.679652690887451
75,7.9232940673828125
76,7.925655841827393
77,7.876978397369385
78,7.715280055999756
79,7.657315254211426
80,7.688274383544922
81,7.6379876136779785
82,7.602798938751221
83,7.607836723327637
84,7.545975685119629
85,7.600653171539307
86,7.810726642608643
87,7.6109538078308105
88,7.771894931793213
89,7.575291633605957
90,7.550559043884277
91,7.532297134399414
92,7.522589683532715
93,7.532222747802734
94,7.56454610824585
95,7.456970691680908
96,7.793247222900391
97,7.505526542663574
98,7.508443832397461
99,7.711572170257568
100,7.380284309387207
101,7.438127517700195
102,7.388802528381348
103,7.645453453063965
104,7.619294166564941
105,7.398216724395752
106,7.4806365966796875
107,7.676819801330566
108,7.3833136558532715
109,7.369831085205078
110,7.366199970245361
111,7.640313148498535
112,7.32916784286499
113,7.538949966430664
114,7.53564977645874
115,7.285422325134277
116,7.33049201965332
117,7.286238670349121
118,7.277020454406738
119,7.23764181137085
120,7.249276638031006
121,7.13743257522583
122,7.199663162231445
123,7.232588291168213
124,7.4000043869018555
125,7.184231758117676
126,7.0756659507751465
127,7.114936351776123
128,7.18036413192749
129,7.083873748779297
130,7.198401927947998
131,7.148488998413086
132,7.365478992462158
133,7.124673843383789
134,7.119612216949463
135,7.348935127258301
136,7.317741394042969
137,7.15186882019043
138,7.130706787109375
139,7.32448673248291
140,7.1035895347595215
141,7.301591396331787
142,7.048851490020752
143,7.051827430725098
